time;Storage_PV5_H0-A
01.01.2016 21:45;0
01.01.2016 22:00;0
01.01.2016 22:15;0
01.01.2016 22:30;0
01.01.2016 22:45;0
01.01.2016 23:00;0
01.01.2016 23:15;0
01.01.2016 23:30;0
01.01.2016 23:45;0
02.01.2016 00:00;0
02.01.2016 00:15;0
02.01.2016 00:30;0
02.01.2016 00:45;0
02.01.2016 01:00;0
02.01.2016 01:15;0
02.01.2016 01:30;0
02.01.2016 01:45;0
02.01.2016 02:00;0
02.01.2016 02:15;0
02.01.2016 02:30;0
02.01.2016 02:45;0
02.01.2016 03:00;0
02.01.2016 03:15;0
02.01.2016 03:30;0
02.01.2016 03:45;0
02.01.2016 04:00;0
02.01.2016 04:15;0
02.01.2016 04:30;0
02.01.2016 04:45;0
02.01.2016 05:00;0
02.01.2016 05:15;0
02.01.2016 05:30;0
02.01.2016 05:45;0
02.01.2016 06:00;0
02.01.2016 06:15;0
02.01.2016 06:30;0
02.01.2016 06:45;0
02.01.2016 07:00;0
02.01.2016 07:15;0
02.01.2016 07:30;0
02.01.2016 07:45;0
02.01.2016 08:00;0
02.01.2016 08:15;0.0204335
02.01.2016 08:30;0.0408669
02.01.2016 08:45;0.0613004
02.01.2016 09:00;0.0574637
02.01.2016 09:15;0.0627998
02.01.2016 09:30;0.0833223
02.01.2016 09:45;0.100348
02.01.2016 10:00;0.0690133
02.01.2016 10:15;0.0679319
02.01.2016 10:30;0.0668504
02.01.2016 10:45;0.065769
02.01.2016 11:00;0.0646876
02.01.2016 11:15;0.0731705
02.01.2016 11:30;0.0816534
02.01.2016 11:45;0.0901362
02.01.2016 12:00;0.0800387
02.01.2016 12:15;0.0529488
02.01.2016 12:30;0.0591055
02.01.2016 12:45;0.0537697
02.01.2016 13:00;0.0825014
02.01.2016 13:15;0.100562
02.01.2016 13:30;0.106719
02.01.2016 13:45;0.140376
02.01.2016 14:00;0.133808
02.01.2016 14:15;0.07163
02.01.2016 14:30;0.0443494
02.01.2016 14:45;0.0221747
02.01.2016 15:00;0
02.01.2016 15:15;0
02.01.2016 15:30;0
02.01.2016 15:45;0
02.01.2016 16:00;0
02.01.2016 16:15;0
02.01.2016 16:30;0
02.01.2016 16:45;0
02.01.2016 17:00;0
02.01.2016 17:15;0
02.01.2016 17:30;0
02.01.2016 17:45;0
02.01.2016 18:00;0
02.01.2016 18:15;0
02.01.2016 18:30;0
02.01.2016 18:45;0
02.01.2016 19:00;0
02.01.2016 19:15;0
02.01.2016 19:30;0
02.01.2016 19:45;0
02.01.2016 20:00;0
02.01.2016 20:15;0
02.01.2016 20:30;0
02.01.2016 20:45;0
02.01.2016 21:00;0
02.01.2016 21:15;0
02.01.2016 21:30;0
02.01.2016 21:45;0
02.01.2016 22:00;0
02.01.2016 22:15;0
02.01.2016 22:30;0
02.01.2016 22:45;0
02.01.2016 23:00;0
02.01.2016 23:15;0
02.01.2016 23:30;0
02.01.2016 23:45;0
03.01.2016 00:00;0
03.01.2016 00:15;0
03.01.2016 00:30;0
03.01.2016 00:45;0
03.01.2016 01:00;0
03.01.2016 01:15;0
03.01.2016 01:30;0
03.01.2016 01:45;0
03.01.2016 02:00;0
03.01.2016 02:15;0
03.01.2016 02:30;0
03.01.2016 02:45;0
03.01.2016 03:00;0
03.01.2016 03:15;0
03.01.2016 03:30;0
03.01.2016 03:45;0
03.01.2016 04:00;0
03.01.2016 04:15;0
03.01.2016 04:30;0
03.01.2016 04:45;0
03.01.2016 05:00;0
03.01.2016 05:15;0
03.01.2016 05:30;0
03.01.2016 05:45;0
03.01.2016 06:00;0
03.01.2016 06:15;0
03.01.2016 06:30;0
03.01.2016 06:45;0
03.01.2016 07:00;0
03.01.2016 07:15;0
03.01.2016 07:30;0
03.01.2016 07:45;0
03.01.2016 08:00;0
03.01.2016 08:15;0.0235731
03.01.2016 08:30;0.0471462
03.01.2016 08:45;0.060337
03.01.2016 09:00;0.0660834
03.01.2016 09:15;0.0472024
03.01.2016 09:30;0.0919421
03.01.2016 09:45;0.123957
03.01.2016 10:00;0.0794357
03.01.2016 10:15;0.0510792
03.01.2016 10:30;0.0340528
03.01.2016 10:45;0.0170264
03.01.2016 11:00;0
03.01.2016 11:15;0
03.01.2016 11:30;0
03.01.2016 11:45;0
03.01.2016 12:00;0
03.01.2016 12:15;0
03.01.2016 12:30;0
03.01.2016 12:45;0
03.01.2016 13:00;0
03.01.2016 13:15;0
03.01.2016 13:30;0
03.01.2016 13:45;0
03.01.2016 14:00;0
03.01.2016 14:15;0
03.01.2016 14:30;0
03.01.2016 14:45;0
03.01.2016 15:00;0
03.01.2016 15:15;0
03.01.2016 15:30;0
03.01.2016 15:45;0
03.01.2016 16:00;0
03.01.2016 16:15;0
03.01.2016 16:30;0
03.01.2016 16:45;0
03.01.2016 17:00;0
03.01.2016 17:15;0
03.01.2016 17:30;0
03.01.2016 17:45;0
03.01.2016 18:00;0
03.01.2016 18:15;0
03.01.2016 18:30;0
03.01.2016 18:45;0
03.01.2016 19:00;0
03.01.2016 19:15;0
03.01.2016 19:30;0
03.01.2016 19:45;0
03.01.2016 20:00;0
03.01.2016 20:15;0
03.01.2016 20:30;0
03.01.2016 20:45;0
03.01.2016 21:00;0
03.01.2016 21:15;0
03.01.2016 21:30;0
03.01.2016 21:45;0
03.01.2016 22:00;0
03.01.2016 22:15;0
03.01.2016 22:30;0
03.01.2016 22:45;0
03.01.2016 23:00;0
03.01.2016 23:15;0
03.01.2016 23:30;0
03.01.2016 23:45;0
04.01.2016 00:00;0
04.01.2016 00:15;0
04.01.2016 00:30;0
04.01.2016 00:45;0
04.01.2016 01:00;0
04.01.2016 01:15;0
04.01.2016 01:30;0
04.01.2016 01:45;0
04.01.2016 02:00;0
04.01.2016 02:15;0
04.01.2016 02:30;0
04.01.2016 02:45;0
04.01.2016 03:00;0
04.01.2016 03:15;0
04.01.2016 03:30;0
04.01.2016 03:45;0
04.01.2016 04:00;0
04.01.2016 04:15;0
04.01.2016 04:30;0
04.01.2016 04:45;0
04.01.2016 05:00;0
04.01.2016 05:15;0
04.01.2016 05:30;0
04.01.2016 05:45;0
04.01.2016 06:00;0
04.01.2016 06:15;0
04.01.2016 06:30;0
04.01.2016 06:45;0
04.01.2016 07:00;0
04.01.2016 07:15;0
04.01.2016 07:30;0
04.01.2016 07:45;0
04.01.2016 08:00;0
04.01.2016 08:15;0.023166
04.01.2016 08:30;0.046332
04.01.2016 08:45;0.069498
04.01.2016 09:00;0.0492545
04.01.2016 09:15;0.0681356
04.01.2016 09:30;0.0849642
04.01.2016 09:45;0.0652625
04.01.2016 10:00;0.060337
04.01.2016 10:15;0.0923524
04.01.2016 10:30;0.103024
04.01.2016 10:45;0.150227
04.01.2016 11:00;0.0838751
04.01.2016 11:15;0.0644721
04.01.2016 11:30;0.0614414
04.01.2016 11:45;0.0584107
04.01.2016 12:00;0.05538
04.01.2016 12:15;0.041535
04.01.2016 12:30;0.02769
04.01.2016 12:45;0.013845
04.01.2016 13:00;0
04.01.2016 13:15;0.0137394
04.01.2016 13:30;0.0274788
04.01.2016 13:45;0.0412182
04.01.2016 14:00;0.0549576
04.01.2016 14:15;0.0377617
04.01.2016 14:30;0.0305976
04.01.2016 14:45;0.0137394
04.01.2016 15:00;0
04.01.2016 15:15;0
04.01.2016 15:30;0
04.01.2016 15:45;0
04.01.2016 16:00;0
04.01.2016 16:15;0
04.01.2016 16:30;0
04.01.2016 16:45;0
04.01.2016 17:00;0
04.01.2016 17:15;0
04.01.2016 17:30;0
04.01.2016 17:45;0
04.01.2016 18:00;0
04.01.2016 18:15;0
04.01.2016 18:30;0
04.01.2016 18:45;0
04.01.2016 19:00;0
04.01.2016 19:15;0
04.01.2016 19:30;0
04.01.2016 19:45;0
04.01.2016 20:00;0
04.01.2016 20:15;0
04.01.2016 20:30;0
04.01.2016 20:45;0
04.01.2016 21:00;0
04.01.2016 21:15;0
04.01.2016 21:30;0
04.01.2016 21:45;0
04.01.2016 22:00;0
04.01.2016 22:15;0
04.01.2016 22:30;0
04.01.2016 22:45;0
04.01.2016 23:00;0
04.01.2016 23:15;0
04.01.2016 23:30;0
04.01.2016 23:45;0
05.01.2016 00:00;0
05.01.2016 00:15;0
05.01.2016 00:30;0
05.01.2016 00:45;0
05.01.2016 01:00;0
05.01.2016 01:15;0
05.01.2016 01:30;0
05.01.2016 01:45;0
05.01.2016 02:00;0
05.01.2016 02:15;0
05.01.2016 02:30;0
05.01.2016 02:45;0
05.01.2016 03:00;0
05.01.2016 03:15;0
05.01.2016 03:30;0
05.01.2016 03:45;0
05.01.2016 04:00;0
05.01.2016 04:15;0
05.01.2016 04:30;0
05.01.2016 04:45;0
05.01.2016 05:00;0
05.01.2016 05:15;0
05.01.2016 05:30;0
05.01.2016 05:45;0
05.01.2016 06:00;0
05.01.2016 06:15;0
05.01.2016 06:30;0
05.01.2016 06:45;0
05.01.2016 07:00;0
05.01.2016 07:15;0
05.01.2016 07:30;0
05.01.2016 07:45;0
05.01.2016 08:00;0
05.01.2016 08:15;0.0227233
05.01.2016 08:30;0.0454466
05.01.2016 08:45;0.0681699
05.01.2016 09:00;0.0783968
05.01.2016 09:15;0.0705983
05.01.2016 09:30;0.0542918
05.01.2016 09:45;0.0227233
05.01.2016 10:00;0
05.01.2016 10:15;0
05.01.2016 10:30;0
05.01.2016 10:45;0
05.01.2016 11:00;0
05.01.2016 11:15;0.0131867
05.01.2016 11:30;0.0263734
05.01.2016 11:45;0.0395601
05.01.2016 12:00;0.0527468
05.01.2016 12:15;0.0395601
05.01.2016 12:30;0.0263734
05.01.2016 12:45;0.0131867
05.01.2016 13:00;0
05.01.2016 13:15;0
05.01.2016 13:30;0
05.01.2016 13:45;0
05.01.2016 14:00;0
05.01.2016 14:15;0
05.01.2016 14:30;0
05.01.2016 14:45;0
05.01.2016 15:00;0
05.01.2016 15:15;0
05.01.2016 15:30;0
05.01.2016 15:45;0
05.01.2016 16:00;0
05.01.2016 16:15;0
05.01.2016 16:30;0
05.01.2016 16:45;0
05.01.2016 17:00;0
05.01.2016 17:15;0
05.01.2016 17:30;0
05.01.2016 17:45;0
05.01.2016 18:00;0
05.01.2016 18:15;0
05.01.2016 18:30;0
05.01.2016 18:45;0
05.01.2016 19:00;0
05.01.2016 19:15;0
05.01.2016 19:30;0
05.01.2016 19:45;0
05.01.2016 20:00;0
05.01.2016 20:15;0
05.01.2016 20:30;0
05.01.2016 20:45;0
05.01.2016 21:00;0
05.01.2016 21:15;0
05.01.2016 21:30;0
05.01.2016 21:45;0
05.01.2016 22:00;0
05.01.2016 22:15;0
05.01.2016 22:30;0
05.01.2016 22:45;0
05.01.2016 23:00;0
05.01.2016 23:15;0
05.01.2016 23:30;0
05.01.2016 23:45;0
06.01.2016 00:00;0
06.01.2016 00:15;0
06.01.2016 00:30;0
06.01.2016 00:45;0
06.01.2016 01:00;0
06.01.2016 01:15;0
06.01.2016 01:30;0
06.01.2016 01:45;0
06.01.2016 02:00;0
06.01.2016 02:15;0
06.01.2016 02:30;0
06.01.2016 02:45;0
06.01.2016 03:00;0
06.01.2016 03:15;0
06.01.2016 03:30;0
06.01.2016 03:45;0
06.01.2016 04:00;0
06.01.2016 04:15;0
06.01.2016 04:30;0
06.01.2016 04:45;0
06.01.2016 05:00;0
06.01.2016 05:15;0
06.01.2016 05:30;0
06.01.2016 05:45;0
06.01.2016 06:00;0
06.01.2016 06:15;0
06.01.2016 06:30;0
06.01.2016 06:45;0
06.01.2016 07:00;0
06.01.2016 07:15;0
06.01.2016 07:30;0
06.01.2016 07:45;0
06.01.2016 08:00;0
06.01.2016 08:15;0.0473137
06.01.2016 08:30;0.0311947
06.01.2016 08:45;0.0849642
06.01.2016 09:00;0.051307
06.01.2016 09:15;0.0673147
06.01.2016 09:30;0.110002
06.01.2016 09:45;0.140376
06.01.2016 10:00;0.111233
06.01.2016 10:15;0.147353
06.01.2016 10:30;0.121495
06.01.2016 10:45;0.113696
06.01.2016 11:00;0.134219
06.01.2016 11:15;0.193325
06.01.2016 11:30;0.129704
06.01.2016 11:45;0.0944048
06.01.2016 12:00;0.0944048
06.01.2016 12:15;0.082912
06.01.2016 12:30;0.140376
06.01.2016 12:45;0.0800387
06.01.2016 13:00;0.0763447
06.01.2016 13:15;0.224109
06.01.2016 13:30;0.143249
06.01.2016 13:45;0.105898
06.01.2016 14:00;0.0574637
06.01.2016 14:15;0.0878375
06.01.2016 14:30;0.0853748
06.01.2016 14:45;0.0759341
06.01.2016 15:00;0.0595161
06.01.2016 15:15;0.114927
06.01.2016 15:30;0.100151
06.01.2016 15:45;0.0886584
06.01.2016 16:00;0.159257
06.01.2016 16:15;0.0763447
06.01.2016 16:30;0.141607
06.01.2016 16:45;0.051307
06.01.2016 17:00;0.05418
06.01.2016 17:15;0.0619789
06.01.2016 17:30;0.0562325
06.01.2016 17:45;0.0648519
06.01.2016 18:00;0.0656728
06.01.2016 18:15;0.0775759
06.01.2016 18:30;0.0476127
06.01.2016 18:45;0.0472024
06.01.2016 19:00;0.0673147
06.01.2016 19:15;0.0517173
06.01.2016 19:30;0.0779865
06.01.2016 19:45;0.0619789
06.01.2016 20:00;0.0948151
06.01.2016 20:15;0.0907106
06.01.2016 20:30;0.0466172
06.01.2016 20:45;0
06.01.2016 21:00;0
06.01.2016 21:15;0
06.01.2016 21:30;0
06.01.2016 21:45;0
06.01.2016 22:00;0
06.01.2016 22:15;0
06.01.2016 22:30;0
06.01.2016 22:45;0
06.01.2016 23:00;0
06.01.2016 23:15;0
06.01.2016 23:30;0
06.01.2016 23:45;0
07.01.2016 00:00;0
07.01.2016 00:15;0
07.01.2016 00:30;0
07.01.2016 00:45;0
07.01.2016 01:00;0
07.01.2016 01:15;0
07.01.2016 01:30;0
07.01.2016 01:45;0
07.01.2016 02:00;0
07.01.2016 02:15;0
07.01.2016 02:30;0
07.01.2016 02:45;0
07.01.2016 03:00;0
07.01.2016 03:15;0
07.01.2016 03:30;0
07.01.2016 03:45;0
07.01.2016 04:00;0
07.01.2016 04:15;0
07.01.2016 04:30;0
07.01.2016 04:45;0
07.01.2016 05:00;0
07.01.2016 05:15;0
07.01.2016 05:30;0
07.01.2016 05:45;0
07.01.2016 06:00;0
07.01.2016 06:15;0
07.01.2016 06:30;0
07.01.2016 06:45;0
07.01.2016 07:00;0
07.01.2016 07:15;0
07.01.2016 07:30;0
07.01.2016 07:45;0
07.01.2016 08:00;0
07.01.2016 08:15;0
07.01.2016 08:30;0
07.01.2016 08:45;0
07.01.2016 09:00;0
07.01.2016 09:15;0
07.01.2016 09:30;0
07.01.2016 09:45;0
07.01.2016 10:00;0
07.01.2016 10:15;0
07.01.2016 10:30;0
07.01.2016 10:45;0
07.01.2016 11:00;0
07.01.2016 11:15;0.0269842
07.01.2016 11:30;0.0539683
07.01.2016 11:45;0.0809525
07.01.2016 12:00;0.107937
07.01.2016 12:15;0.0816805
07.01.2016 12:30;0.0730611
07.01.2016 12:45;0.0963205
07.01.2016 13:00;0.0611353
07.01.2016 13:15;0.0622427
07.01.2016 13:30;0.0633501
07.01.2016 13:45;0.0644575
07.01.2016 14:00;0.0655649
07.01.2016 14:15;0.0491736
07.01.2016 14:30;0.0327824
07.01.2016 14:45;0.0163912
07.01.2016 15:00;0
07.01.2016 15:15;0
07.01.2016 15:30;0
07.01.2016 15:45;0
07.01.2016 16:00;0
07.01.2016 16:15;0
07.01.2016 16:30;0
07.01.2016 16:45;0
07.01.2016 17:00;0
07.01.2016 17:15;0
07.01.2016 17:30;0
07.01.2016 17:45;0
07.01.2016 18:00;0
07.01.2016 18:15;0
07.01.2016 18:30;0
07.01.2016 18:45;0
07.01.2016 19:00;0
07.01.2016 19:15;0
07.01.2016 19:30;0
07.01.2016 19:45;0
07.01.2016 20:00;0
07.01.2016 20:15;0
07.01.2016 20:30;0
07.01.2016 20:45;0
07.01.2016 21:00;0
07.01.2016 21:15;0
07.01.2016 21:30;0
07.01.2016 21:45;0
07.01.2016 22:00;0
07.01.2016 22:15;0
07.01.2016 22:30;0
07.01.2016 22:45;0
07.01.2016 23:00;0
07.01.2016 23:15;0
07.01.2016 23:30;0
07.01.2016 23:45;0
08.01.2016 00:00;0
08.01.2016 00:15;0
08.01.2016 00:30;0
08.01.2016 00:45;0
08.01.2016 01:00;0
08.01.2016 01:15;0
08.01.2016 01:30;0
08.01.2016 01:45;0
08.01.2016 02:00;0
08.01.2016 02:15;0
08.01.2016 02:30;0
08.01.2016 02:45;0
08.01.2016 03:00;0
08.01.2016 03:15;0
08.01.2016 03:30;0
08.01.2016 03:45;0
08.01.2016 04:00;0
08.01.2016 04:15;0
08.01.2016 04:30;0
08.01.2016 04:45;0
08.01.2016 05:00;0
08.01.2016 05:15;0
08.01.2016 05:30;0
08.01.2016 05:45;0
08.01.2016 06:00;0
08.01.2016 06:15;0
08.01.2016 06:30;0
08.01.2016 06:45;0
08.01.2016 07:00;0
08.01.2016 07:15;0
08.01.2016 07:30;0
08.01.2016 07:45;0
08.01.2016 08:00;0
08.01.2016 08:15;0.0272791
08.01.2016 08:30;0.0545581
08.01.2016 08:45;0.0818372
08.01.2016 09:00;0.109116
08.01.2016 09:15;0.09898
08.01.2016 09:30;0.0888437
08.01.2016 09:45;0.0787075
08.01.2016 10:00;0.0685713
08.01.2016 10:15;0.0672115
08.01.2016 10:30;0.0658518
08.01.2016 10:45;0.064492
08.01.2016 11:00;0.0631323
08.01.2016 11:15;0.0639871
08.01.2016 11:30;0.0648419
08.01.2016 11:45;0.0656966
08.01.2016 12:00;0.0665514
08.01.2016 12:15;0.0499136
08.01.2016 12:30;0.0332757
08.01.2016 12:45;0.0166378
08.01.2016 13:00;0
08.01.2016 13:15;0
08.01.2016 13:30;0
08.01.2016 13:45;0
08.01.2016 14:00;0
08.01.2016 14:15;0
08.01.2016 14:30;0
08.01.2016 14:45;0
08.01.2016 15:00;0
08.01.2016 15:15;0
08.01.2016 15:30;0
08.01.2016 15:45;0
08.01.2016 16:00;0
08.01.2016 16:15;0
08.01.2016 16:30;0
08.01.2016 16:45;0
08.01.2016 17:00;0
08.01.2016 17:15;0
08.01.2016 17:30;0
08.01.2016 17:45;0
08.01.2016 18:00;0
08.01.2016 18:15;0
08.01.2016 18:30;0
08.01.2016 18:45;0
08.01.2016 19:00;0
08.01.2016 19:15;0
08.01.2016 19:30;0
08.01.2016 19:45;0
08.01.2016 20:00;0
08.01.2016 20:15;0
08.01.2016 20:30;0
08.01.2016 20:45;0
08.01.2016 21:00;0
08.01.2016 21:15;0
08.01.2016 21:30;0
08.01.2016 21:45;0
08.01.2016 22:00;0
08.01.2016 22:15;0
08.01.2016 22:30;0
08.01.2016 22:45;0
08.01.2016 23:00;0
08.01.2016 23:15;0
08.01.2016 23:30;0
08.01.2016 23:45;0
09.01.2016 00:00;0
09.01.2016 00:15;0
09.01.2016 00:30;0
09.01.2016 00:45;0
09.01.2016 01:00;0
09.01.2016 01:15;0
09.01.2016 01:30;0
09.01.2016 01:45;0
09.01.2016 02:00;0
09.01.2016 02:15;0
09.01.2016 02:30;0
09.01.2016 02:45;0
09.01.2016 03:00;0
09.01.2016 03:15;0
09.01.2016 03:30;0
09.01.2016 03:45;0
09.01.2016 04:00;0
09.01.2016 04:15;0
09.01.2016 04:30;0
09.01.2016 04:45;0
09.01.2016 05:00;0
09.01.2016 05:15;0
09.01.2016 05:30;0
09.01.2016 05:45;0
09.01.2016 06:00;0
09.01.2016 06:15;0
09.01.2016 06:30;0
09.01.2016 06:45;0
09.01.2016 07:00;0
09.01.2016 07:15;0
09.01.2016 07:30;0
09.01.2016 07:45;0
09.01.2016 08:00;0
09.01.2016 08:15;0
09.01.2016 08:30;0
09.01.2016 08:45;0
09.01.2016 09:00;0
09.01.2016 09:15;0
09.01.2016 09:30;0
09.01.2016 09:45;0
09.01.2016 10:00;0
09.01.2016 10:15;0
09.01.2016 10:30;0
09.01.2016 10:45;0
09.01.2016 11:00;0
09.01.2016 11:15;0
09.01.2016 11:30;0
09.01.2016 11:45;0
09.01.2016 12:00;0
09.01.2016 12:15;0
09.01.2016 12:30;0
09.01.2016 12:45;0
09.01.2016 13:00;0
09.01.2016 13:15;0
09.01.2016 13:30;0
09.01.2016 13:45;0
09.01.2016 14:00;0
09.01.2016 14:15;0
09.01.2016 14:30;0
09.01.2016 14:45;0
09.01.2016 15:00;0
09.01.2016 15:15;0
09.01.2016 15:30;0
09.01.2016 15:45;0
09.01.2016 16:00;0
09.01.2016 16:15;0
09.01.2016 16:30;0
09.01.2016 16:45;0
09.01.2016 17:00;0
09.01.2016 17:15;0
09.01.2016 17:30;0
09.01.2016 17:45;0
09.01.2016 18:00;0
09.01.2016 18:15;0
09.01.2016 18:30;0
09.01.2016 18:45;0
09.01.2016 19:00;0
09.01.2016 19:15;0
09.01.2016 19:30;0
09.01.2016 19:45;0
09.01.2016 20:00;0
09.01.2016 20:15;0
09.01.2016 20:30;0
09.01.2016 20:45;0
09.01.2016 21:00;0
09.01.2016 21:15;0
09.01.2016 21:30;0
09.01.2016 21:45;0
09.01.2016 22:00;0
09.01.2016 22:15;0
09.01.2016 22:30;0
09.01.2016 22:45;0
09.01.2016 23:00;0
09.01.2016 23:15;0
09.01.2016 23:30;0
09.01.2016 23:45;0
10.01.2016 00:00;0
10.01.2016 00:15;0
10.01.2016 00:30;0
10.01.2016 00:45;0
10.01.2016 01:00;0
10.01.2016 01:15;0
10.01.2016 01:30;0
10.01.2016 01:45;0
10.01.2016 02:00;0
10.01.2016 02:15;0
10.01.2016 02:30;0
10.01.2016 02:45;0
10.01.2016 03:00;0
10.01.2016 03:15;0
10.01.2016 03:30;0
10.01.2016 03:45;0
10.01.2016 04:00;0
10.01.2016 04:15;0
10.01.2016 04:30;0
10.01.2016 04:45;0
10.01.2016 05:00;0
10.01.2016 05:15;0
10.01.2016 05:30;0
10.01.2016 05:45;0
10.01.2016 06:00;0
10.01.2016 06:15;0
10.01.2016 06:30;0
10.01.2016 06:45;0
10.01.2016 07:00;0
10.01.2016 07:15;0
10.01.2016 07:30;0
10.01.2016 07:45;0
10.01.2016 08:00;0
10.01.2016 08:15;0.0464928
10.01.2016 08:30;0.0907106
10.01.2016 08:45;0.141531
10.01.2016 09:00;0.157204
10.01.2016 09:15;0.119032
10.01.2016 09:30;0.139555
10.01.2016 09:45;0.127241
10.01.2016 10:00;0.140786
10.01.2016 10:15;0.130525
10.01.2016 10:30;0.114517
10.01.2016 10:45;0.138734
10.01.2016 11:00;0.128473
10.01.2016 11:15;0.11698
10.01.2016 11:30;0.149816
10.01.2016 11:45;0.13504
10.01.2016 12:00;0.167055
10.01.2016 12:15;0.0898896
10.01.2016 12:30;0.0387864
10.01.2016 12:45;0
10.01.2016 13:00;0
10.01.2016 13:15;0
10.01.2016 13:30;0
10.01.2016 13:45;0
10.01.2016 14:00;0
10.01.2016 14:15;0
10.01.2016 14:30;0
10.01.2016 14:45;0
10.01.2016 15:00;0
10.01.2016 15:15;0
10.01.2016 15:30;0
10.01.2016 15:45;0
10.01.2016 16:00;0
10.01.2016 16:15;0
10.01.2016 16:30;0
10.01.2016 16:45;0
10.01.2016 17:00;0
10.01.2016 17:15;0
10.01.2016 17:30;0
10.01.2016 17:45;0
10.01.2016 18:00;0
10.01.2016 18:15;0
10.01.2016 18:30;0
10.01.2016 18:45;0
10.01.2016 19:00;0
10.01.2016 19:15;0
10.01.2016 19:30;0
10.01.2016 19:45;0
10.01.2016 20:00;0
10.01.2016 20:15;0
10.01.2016 20:30;0
10.01.2016 20:45;0
10.01.2016 21:00;0
10.01.2016 21:15;0
10.01.2016 21:30;0
10.01.2016 21:45;0
10.01.2016 22:00;0
10.01.2016 22:15;0
10.01.2016 22:30;0
10.01.2016 22:45;0
10.01.2016 23:00;0
10.01.2016 23:15;0
10.01.2016 23:30;0
10.01.2016 23:45;0
11.01.2016 00:00;0
11.01.2016 00:15;0
11.01.2016 00:30;0
11.01.2016 00:45;0
11.01.2016 01:00;0
11.01.2016 01:15;0
11.01.2016 01:30;0
11.01.2016 01:45;0
11.01.2016 02:00;0
11.01.2016 02:15;0
11.01.2016 02:30;0
11.01.2016 02:45;0
11.01.2016 03:00;0
11.01.2016 03:15;0
11.01.2016 03:30;0
11.01.2016 03:45;0
11.01.2016 04:00;0
11.01.2016 04:15;0
11.01.2016 04:30;0
11.01.2016 04:45;0
11.01.2016 05:00;0
11.01.2016 05:15;0
11.01.2016 05:30;0
11.01.2016 05:45;0
11.01.2016 06:00;0
11.01.2016 06:15;0
11.01.2016 06:30;0
11.01.2016 06:45;0
11.01.2016 07:00;0
11.01.2016 07:15;0
11.01.2016 07:30;0
11.01.2016 07:45;0
11.01.2016 08:00;0
11.01.2016 08:15;0
11.01.2016 08:30;0
11.01.2016 08:45;0
11.01.2016 09:00;0
11.01.2016 09:15;0
11.01.2016 09:30;0
11.01.2016 09:45;0
11.01.2016 10:00;0
11.01.2016 10:15;0
11.01.2016 10:30;0
11.01.2016 10:45;0
11.01.2016 11:00;0
11.01.2016 11:15;0
11.01.2016 11:30;0
11.01.2016 11:45;0
11.01.2016 12:00;0
11.01.2016 12:15;0
11.01.2016 12:30;0
11.01.2016 12:45;0
11.01.2016 13:00;0
11.01.2016 13:15;0
11.01.2016 13:30;0
11.01.2016 13:45;0
11.01.2016 14:00;0
11.01.2016 14:15;0
11.01.2016 14:30;0
11.01.2016 14:45;0
11.01.2016 15:00;0
11.01.2016 15:15;0
11.01.2016 15:30;0
