time;Storage_PV5_H0-A;Storage_PV5_G2-A;Storage_PV5_H0-G;Storage_PV5_G4-A
02.01.2016 06:30;0;0;0;0
02.01.2016 06:45;0;0;0;0
02.01.2016 07:00;0;0;0;0
02.01.2016 07:15;0;0;0;0
02.01.2016 07:30;0;0;0;0
02.01.2016 07:45;0;0;0;0
02.01.2016 08:00;0;0;0;0
02.01.2016 08:15;0.0204335;0.0169999;0.0204335;0.0204335
02.01.2016 08:30;0.0408669;0.043965;0.0146657;0.0408669
02.01.2016 08:45;0.0613004;0.0334795;0.0157131;0.0613004
02.01.2016 09:00;0.0574637;0.0448417;0.0115227;0.0817338
02.01.2016 09:15;0.0627998;0.0428468;0.019903;0.0785537
02.01.2016 09:30;0.0833223;0.0455356;0.0366636;0.0753735
02.01.2016 09:45;0.100348;0.0562039;0.019903;0.0721934
02.01.2016 10:00;0.0690133;0.0500458;0.0178081;0.0690133
02.01.2016 10:15;0.0679319;0.0551631;0.0157131;0.0679319
02.01.2016 10:30;0.0668504;0.0527345;0.0261884;0.0668504
02.01.2016 10:45;0.065769;0.0535152;0.0481863;0.065769
02.01.2016 11:00;0.0646876;0.0426734;0.0450439;0.0646876
02.01.2016 11:15;0.0731705;0.0433672;0.0460913;0.0731705
02.01.2016 11:30;0.0816534;0.0477039;0.128846;0.0759684
02.01.2016 11:45;0.0901362;0.0424131;0.231504;0.0754244
02.01.2016 12:00;0.0800387;0.0450151;0.0974206;0.0751977
02.01.2016 12:15;0.0529488;0.0457958;0.23779;0.0749143
02.01.2016 12:30;0.0591055;0.0538621;0.216018;0.0740417
02.01.2016 12:45;0.0537697;0.0591529;0.0923043;0.0734978
02.01.2016 13:00;0.0825014;0.0579386;0.0901994;0.0731351
02.01.2016 13:15;0.100562;0.0595866;0.0898243;0.0777478
02.01.2016 13:30;0.106719;0.0601069;0.0894491;0.0780651
02.01.2016 13:45;0.140376;0.0625355;0.0890739;0.0783485
02.01.2016 14:00;0.133808;0.0662651;0.0886988;0.076535
02.01.2016 14:15;0.07163;0.0678263;0.0665241;0.0755717
02.01.2016 14:30;0.0443494;0.0565508;0.0443494;0.0763084
02.01.2016 14:45;0.0221747;0.063663;0.0221747;0.076161
02.01.2016 15:00;0;0.0623621;0;0.0563605
02.01.2016 15:15;0;0.0717294;0;0
02.01.2016 15:30;0;0.0621886;0;0
02.01.2016 15:45;0;0.0660916;0;0
02.01.2016 16:00;0;0.0598467;0;0
02.01.2016 16:15;0;0.065658;0;0
02.01.2016 16:30;0;0.061408;0;0
02.01.2016 16:45;0;0.0583722;0;0
02.01.2016 17:00;0;0.0278069;0;0
02.01.2016 17:15;0;0;0;0
02.01.2016 17:30;0;0;0;0
02.01.2016 17:45;0;0;0;0
02.01.2016 18:00;0;0;0;0
02.01.2016 18:15;0;0;0;0
02.01.2016 18:30;0;0;0;0
02.01.2016 18:45;0;0;0;0
02.01.2016 19:00;0;0;0;0
02.01.2016 19:15;0;0;0;0
02.01.2016 19:30;0;0;0;0
02.01.2016 19:45;0;0;0;0
02.01.2016 20:00;0;0;0;0
02.01.2016 20:15;0;0;0;0
02.01.2016 20:30;0;0;0;0
02.01.2016 20:45;0;0;0;0
02.01.2016 21:00;0;0;0;0
02.01.2016 21:15;0;0;0;0
02.01.2016 21:30;0;0;0;0
02.01.2016 21:45;0;0;0;0
02.01.2016 22:00;0;0;0;0
02.01.2016 22:15;0;0;0;0
02.01.2016 22:30;0;0;0;0
02.01.2016 22:45;0;0;0;0
02.01.2016 23:00;0;0;0;0
02.01.2016 23:15;0;0;0;0
02.01.2016 23:30;0;0;0;0
02.01.2016 23:45;0;0;0;0
03.01.2016 00:00;0;0;0;0
03.01.2016 00:15;0;0;0;0
03.01.2016 00:30;0;0;0;0
03.01.2016 00:45;0;0;0;0
03.01.2016 01:00;0;0;0;0
03.01.2016 01:15;0;0;0;0
03.01.2016 01:30;0;0;0;0
03.01.2016 01:45;0;0;0;0
03.01.2016 02:00;0;0;0;0
03.01.2016 02:15;0;0;0;0
03.01.2016 02:30;0;0;0;0
03.01.2016 02:45;0;0;0;0
03.01.2016 03:00;0;0;0;0
03.01.2016 03:15;0;0;0;0
03.01.2016 03:30;0;0;0;0
03.01.2016 03:45;0;0;0;0
03.01.2016 04:00;0;0;0;0
03.01.2016 04:15;0;0;0;0
03.01.2016 04:30;0;0;0;0
03.01.2016 04:45;0;0;0;0
03.01.2016 05:00;0;0;0;0
03.01.2016 05:15;0;0;0;0
03.01.2016 05:30;0;0;0;0
03.01.2016 05:45;0;0;0;0
03.01.2016 06:00;0;0;0;0
03.01.2016 06:15;0;0;0;0
03.01.2016 06:30;0;0;0;0
03.01.2016 06:45;0;0;0;0
03.01.2016 07:00;0;0;0;0
03.01.2016 07:15;0;0;0;0
03.01.2016 07:30;0;0;0;0
03.01.2016 07:45;0;0;0;0
03.01.2016 08:00;0;0;0;0
03.01.2016 08:15;0.0235731;0.0185612;0.0125702;0.0235731
03.01.2016 08:30;0.0471462;0.0175204;0.0167606;0.0388513
03.01.2016 08:45;0.060337;0.0565508;0.0178081;0.0391572
03.01.2016 09:00;0.0660834;0.0417192;0.0209505;0.0393839
03.01.2016 09:15;0.0472024;0.0449284;0.0366636;0.0393839
03.01.2016 09:30;0.0919421;0.0441478;0.0921827;0.0409479
03.01.2016 09:45;0.123957;0.0432805;0.118371;0.0400072
03.01.2016 10:00;0.0794357;0.0405917;0.0314257;0.0408912
03.01.2016 10:15;0.0510792;0.0331326;0.0314257;0.0403245
03.01.2016 10:30;0.0340528;0.0332193;0.0356161;0.0400072
03.01.2016 10:45;0.0170264;0.0521274;0.039806;0.0445747
03.01.2016 11:00;0;0.0438876;0.0157131;0.0401546
03.01.2016 11:15;0;0.0336529;0.0167606;0.0391572
03.01.2016 11:30;0;0.0526478;0.019903;0.045334
03.01.2016 11:45;0;0.0400713;0.0167606;0.0392705
03.01.2016 12:00;0;0.0278955;0.0188555;0.0332083
03.01.2016 12:15;0;0;0.0115227;0
03.01.2016 12:30;0;0;0.0136176;0
03.01.2016 12:45;0;0;0.0419015;0
03.01.2016 13:00;0;0;0.0136688;0
03.01.2016 13:15;0;0;0;0
03.01.2016 13:30;0;0;0;0
03.01.2016 13:45;0;0;0;0
03.01.2016 14:00;0;0;0;0
03.01.2016 14:15;0;0;0;0
03.01.2016 14:30;0;0;0;0
03.01.2016 14:45;0;0;0;0
03.01.2016 15:00;0;0;0;0
03.01.2016 15:15;0;0;0;0
03.01.2016 15:30;0;0;0;0
03.01.2016 15:45;0;0;0;0
03.01.2016 16:00;0;0;0;0
03.01.2016 16:15;0;0;0;0
03.01.2016 16:30;0;0;0;0
03.01.2016 16:45;0;0;0;0
03.01.2016 17:00;0;0;0;0
03.01.2016 17:15;0;0;0;0
03.01.2016 17:30;0;0;0;0
03.01.2016 17:45;0;0;0;0
03.01.2016 18:00;0;0;0;0
03.01.2016 18:15;0;0;0;0
03.01.2016 18:30;0;0;0;0
03.01.2016 18:45;0;0;0;0
03.01.2016 19:00;0;0;0;0
03.01.2016 19:15;0;0;0;0
03.01.2016 19:30;0;0;0;0
03.01.2016 19:45;0;0;0;0
03.01.2016 20:00;0;0;0;0
03.01.2016 20:15;0;0;0;0
03.01.2016 20:30;0;0;0;0
03.01.2016 20:45;0;0;0;0
03.01.2016 21:00;0;0;0;0
03.01.2016 21:15;0;0;0;0
03.01.2016 21:30;0;0;0;0
03.01.2016 21:45;0;0;0;0
03.01.2016 22:00;0;0;0;0
03.01.2016 22:15;0;0;0;0
03.01.2016 22:30;0;0;0;0
03.01.2016 22:45;0;0;0;0
03.01.2016 23:00;0;0;0;0
03.01.2016 23:15;0;0;0;0
03.01.2016 23:30;0;0;0;0
03.01.2016 23:45;0;0;0;0
04.01.2016 00:00;0;0;0;0
04.01.2016 00:15;0;0;0;0
04.01.2016 00:30;0;0;0;0
04.01.2016 00:45;0;0;0;0
04.01.2016 01:00;0;0;0;0
04.01.2016 01:15;0;0;0;0
04.01.2016 01:30;0;0;0;0
04.01.2016 01:45;0;0;0;0
04.01.2016 02:00;0;0;0;0
04.01.2016 02:15;0;0;0;0
04.01.2016 02:30;0;0;0;0
04.01.2016 02:45;0;0;0;0
04.01.2016 03:00;0;0;0;0
04.01.2016 03:15;0;0;0;0
04.01.2016 03:30;0;0;0;0
04.01.2016 03:45;0;0;0;0
04.01.2016 04:00;0;0;0;0
04.01.2016 04:15;0;0;0;0
04.01.2016 04:30;0;0;0;0
04.01.2016 04:45;0;0;0;0
04.01.2016 05:00;0;0;0;0
04.01.2016 05:15;0;0;0;0
04.01.2016 05:30;0;0;0;0
04.01.2016 05:45;0;0;0;0
04.01.2016 06:00;0;0;0;0
04.01.2016 06:15;0;0;0;0
04.01.2016 06:30;0;0;0;0
04.01.2016 06:45;0;0;0;0
04.01.2016 07:00;0;0;0;0
04.01.2016 07:15;0;0;0;0
04.01.2016 07:30;0;0;0;0
04.01.2016 07:45;0;0;0;0
04.01.2016 08:00;0;0;0;0
04.01.2016 08:15;0.023166;0.0180408;0.023166;0.023166
04.01.2016 08:30;0.046332;0.0222907;0.046332;0.046332
04.01.2016 08:45;0.069498;0.0479642;0.069498;0.069498
04.01.2016 09:00;0.0492545;0.0430203;0.0926639;0.0905886
04.01.2016 09:15;0.0681356;0.0397244;0.0848499;0.0834145
04.01.2016 09:30;0.0849642;0.0387703;0.0996547;0.0846386
04.01.2016 09:45;0.0652625;0.0573314;0.092602;0.0847518
04.01.2016 10:00;0.060337;0.0530814;0.0925813;0.0840378
04.01.2016 10:15;0.0923524;0.0438009;0.042949;0.0824285
04.01.2016 10:30;0.103024;0.0384234;0.037711;0.0838452
04.01.2016 10:45;0.150227;0.052908;0.0712322;0.0827912
04.01.2016 11:00;0.0838751;0.0446682;0.0785651;0.0835618
04.01.2016 11:15;0.0644721;0.0407651;0.039806;0.0712591
04.01.2016 11:30;0.0614414;0.041806;0.0303782;0.0614414
04.01.2016 11:45;0.0584107;0.0450151;0.0492337;0.0584107
04.01.2016 12:00;0.05538;0.0438009;0.0387585;0.05538
04.01.2016 12:15;0.041535;0.047357;0.0387585;0.041535
04.01.2016 12:30;0.02769;0.0618416;0.0335212;0.02769
04.01.2016 12:45;0.013845;0.0611478;0.042949;0.013845
04.01.2016 13:00;0;0.0574182;0.0984681;0
04.01.2016 13:15;0.0137394;0.0552498;0.0247413;0.0137394
04.01.2016 13:30;0.0274788;0.0527345;0.0274788;0.0274788
04.01.2016 13:45;0.0412182;0.0602805;0.0412182;0.0412182
04.01.2016 14:00;0.0549576;0.0544692;0.0450439;0.0549576
04.01.2016 14:15;0.0377617;0.0544692;0.0501635;0.0412182
04.01.2016 14:30;0.0305976;0.0581121;0.0274788;0.0274788
04.01.2016 14:45;0.0137394;0.0602805;0.0137394;0.0137394
04.01.2016 15:00;0;0.0661783;0;0
04.01.2016 15:15;0;0.043273;0;0
04.01.2016 15:30;0;0;0;0
04.01.2016 15:45;0;0;0;0
04.01.2016 16:00;0;0;0;0
04.01.2016 16:15;0;0;0;0
04.01.2016 16:30;0;0;0;0
04.01.2016 16:45;0;0;0;0
04.01.2016 17:00;0;0;0;0
04.01.2016 17:15;0;0;0;0
04.01.2016 17:30;0;0;0;0
04.01.2016 17:45;0;0;0;0
04.01.2016 18:00;0;0;0;0
04.01.2016 18:15;0;0;0;0
04.01.2016 18:30;0;0;0;0
04.01.2016 18:45;0;0;0;0
04.01.2016 19:00;0;0;0;0
04.01.2016 19:15;0;0;0;0
04.01.2016 19:30;0;0;0;0
04.01.2016 19:45;0;0;0;0
04.01.2016 20:00;0;0;0;0
04.01.2016 20:15;0;0;0;0
04.01.2016 20:30;0;0;0;0
04.01.2016 20:45;0;0;0;0
04.01.2016 21:00;0;0;0;0
04.01.2016 21:15;0;0;0;0
04.01.2016 21:30;0;0;0;0
04.01.2016 21:45;0;0;0;0
04.01.2016 22:00;0;0;0;0
04.01.2016 22:15;0;0;0;0
04.01.2016 22:30;0;0;0;0
04.01.2016 22:45;0;0;0;0
04.01.2016 23:00;0;0;0;0
04.01.2016 23:15;0;0;0;0
04.01.2016 23:30;0;0;0;0
04.01.2016 23:45;0;0;0;0
05.01.2016 00:00;0;0;0;0
05.01.2016 00:15;0;0;0;0
05.01.2016 00:30;0;0;0;0
05.01.2016 00:45;0;0;0;0
05.01.2016 01:00;0;0;0;0
05.01.2016 01:15;0;0;0;0
05.01.2016 01:30;0;0;0;0
05.01.2016 01:45;0;0;0;0
05.01.2016 02:00;0;0;0;0
05.01.2016 02:15;0;0;0;0
05.01.2016 02:30;0;0;0;0
05.01.2016 02:45;0;0;0;0
05.01.2016 03:00;0;0;0;0
05.01.2016 03:15;0;0;0;0
05.01.2016 03:30;0;0;0;0
05.01.2016 03:45;0;0;0;0
05.01.2016 04:00;0;0;0;0
05.01.2016 04:15;0;0;0;0
05.01.2016 04:30;0;0;0;0
05.01.2016 04:45;0;0;0;0
05.01.2016 05:00;0;0;0;0
05.01.2016 05:15;0;0;0;0
05.01.2016 05:30;0;0;0;0
05.01.2016 05:45;0;0;0;0
05.01.2016 06:00;0;0;0;0
05.01.2016 06:15;0;0;0;0
05.01.2016 06:30;0;0;0;0
05.01.2016 06:45;0;0;0;0
05.01.2016 07:00;0;0;0;0
05.01.2016 07:15;0;0;0;0
05.01.2016 07:30;0;0;0;0
05.01.2016 07:45;0;0;0;0
05.01.2016 08:00;0;0;0;0
05.01.2016 08:15;0.0227233;0.0150918;0.0178081;0.0227233
05.01.2016 08:30;0.0454466;0.0488315;0.0178081;0.0454466
05.01.2016 08:45;0.0681699;0.0289693;0.0115227;0.0681699
05.01.2016 09:00;0.0783968;0.0398978;0.0146657;0.0904979
05.01.2016 09:15;0.0705983;0.0437142;0.039806;0.0685266
05.01.2016 09:30;0.0542918;0.0398111;0.0534242;0.0454466
05.01.2016 09:45;0.0227233;0.0470968;0.039806;0.0227233
05.01.2016 10:00;0;0.0437142;0.0502818;0
05.01.2016 10:15;0;0.0420662;0.0993706;0
05.01.2016 10:30;0;0.0018025;0;0
05.01.2016 10:45;0;0;0;0
05.01.2016 11:00;0;0;0;0
05.01.2016 11:15;0.0131867;0.0131867;0.0131867;0.0131867
05.01.2016 11:30;0.0263734;0.0263734;0.0263734;0.0263734
05.01.2016 11:45;0.0395601;0.0395601;0.0324737;0.0395601
05.01.2016 12:00;0.0527468;0.0527468;0.0591409;0.0527468
05.01.2016 12:15;0.0395601;0.0395601;0.0395601;0.0395601
05.01.2016 12:30;0.0263734;0.0263734;0.0263734;0.0263734
05.01.2016 12:45;0.0131867;0.0131867;0.0131867;0.0131867
05.01.2016 13:00;0;0;0;0
05.01.2016 13:15;0;0;0;0
05.01.2016 13:30;0;0;0;0
05.01.2016 13:45;0;0;0;0
05.01.2016 14:00;0;0;0;0
05.01.2016 14:15;0;0;0;0
05.01.2016 14:30;0;0;0;0
05.01.2016 14:45;0;0;0;0
05.01.2016 15:00;0;0;0;0
05.01.2016 15:15;0;0;0;0
05.01.2016 15:30;0;0;0;0
05.01.2016 15:45;0;0;0;0
05.01.2016 16:00;0;0;0;0
05.01.2016 16:15;0;0;0;0
05.01.2016 16:30;0;0;0;0
05.01.2016 16:45;0;0;0;0
05.01.2016 17:00;0;0;0;0
05.01.2016 17:15;0;0;0;0
05.01.2016 17:30;0;0;0;0
05.01.2016 17:45;0;0;0;0
05.01.2016 18:00;0;0;0;0
05.01.2016 18:15;0;0;0;0
05.01.2016 18:30;0;0;0;0
05.01.2016 18:45;0;0;0;0
05.01.2016 19:00;0;0;0;0
05.01.2016 19:15;0;0;0;0
05.01.2016 19:30;0;0;0;0
05.01.2016 19:45;0;0;0;0
05.01.2016 20:00;0;0;0;0
05.01.2016 20:15;0;0;0;0
05.01.2016 20:30;0;0;0;0
05.01.2016 20:45;0;0;0;0
05.01.2016 21:00;0;0;0;0
05.01.2016 21:15;0;0;0;0
05.01.2016 21:30;0;0;0;0
05.01.2016 21:45;0;0;0;0
05.01.2016 22:00;0;0;0;0
05.01.2016 22:15;0;0;0;0
05.01.2016 22:30;0;0;0;0
05.01.2016 22:45;0;0;0;0
05.01.2016 23:00;0;0;0;0
05.01.2016 23:15;0;0;0;0
05.01.2016 23:30;0;0;0;0
05.01.2016 23:45;0;0;0;0
06.01.2016 00:00;0;0;0;0
06.01.2016 00:15;0;0;0;0
06.01.2016 00:30;0;0;0;0
06.01.2016 00:45;0;0;0;0
06.01.2016 01:00;0;0;0;0
06.01.2016 01:15;0;0;0;0
06.01.2016 01:30;0;0;0;0
06.01.2016 01:45;0;0;0;0
06.01.2016 02:00;0;0;0;0
06.01.2016 02:15;0;0;0;0
06.01.2016 02:30;0;0;0;0
06.01.2016 02:45;0;0;0;0
06.01.2016 03:00;0;0;0;0
06.01.2016 03:15;0;0;0;0
06.01.2016 03:30;0;0;0;0
06.01.2016 03:45;0;0;0;0
06.01.2016 04:00;0;0;0;0
06.01.2016 04:15;0;0;0;0
06.01.2016 04:30;0;0;0;0
06.01.2016 04:45;0;0;0;0
06.01.2016 05:00;0;0;0;0
06.01.2016 05:15;0;0;0;0
06.01.2016 05:30;0;0;0;0
06.01.2016 05:45;0;0;0;0
06.01.2016 06:00;0;0;0;0
06.01.2016 06:15;0;0;0;0
06.01.2016 06:30;0;0;0;0
06.01.2016 06:45;0;0;0;0
06.01.2016 07:00;0;0;0;0
06.01.2016 07:15;0;0;0;0
06.01.2016 07:30;0;0;0;0
06.01.2016 07:45;0;0;0;0
06.01.2016 08:00;0;0;0;0
06.01.2016 08:15;0.0473137;0.0145714;0.0261884;0.0473137
06.01.2016 08:30;0.0311947;0.0177805;0.0890403;0.0880385
06.01.2016 08:45;0.0849642;0.0559437;0.0303782;0.0868485
06.01.2016 09:00;0.051307;0.0518672;0.0356161;0.0882879
06.01.2016 09:15;0.0673147;0.0438009;0.0314257;0.0862252
06.01.2016 09:30;0.110002;0.0446682;0.0293307;0.089682
06.01.2016 09:45;0.140376;0.0509131;0.0754221;0.0870186
06.01.2016 10:00;0.111233;0.0529947;0.15713;0.0921413
06.01.2016 10:15;0.147353;0.0459692;0.121513;0.0912686
06.01.2016 10:30;0.121495;0.0483111;0.160273;0.0979554
06.01.2016 10:45;0.113696;0.0551631;0.0817075;0.0910079
06.01.2016 11:00;0.134219;0.0436275;0.137227;0.0857719
06.01.2016 11:15;0.193325;0.0446682;0.0523767;0.0893986
06.01.2016 11:30;0.129704;0.0437142;0.0544716;0.0842079
06.01.2016 11:45;0.0944048;0.0464029;0.0481863;0.0820885
06.01.2016 12:00;0.0944048;0.047357;0.039806;0.0860779
06.01.2016 12:15;0.082912;0.0496121;0.0387585;0.0791984
06.01.2016 12:30;0.140376;0.0489183;0.0387585;0.0908153
06.01.2016 12:45;0.0800387;0.062709;0.0565666;0.0831085
06.01.2016 13:00;0.0763447;0.0619283;0.0513292;0.0923113
06.01.2016 13:15;0.224109;0.0522141;0.0324737;0.0969014
06.01.2016 13:30;0.143249;0.0564641;0.0314257;0.0896253
06.01.2016 13:45;0.105898;0.049959;0.0419015;0.0821111
06.01.2016 14:00;0.0574637;0.0523876;0.0356161;0.0918352
06.01.2016 14:15;0.0878375;0.049959;0.0324737;0.0794251
06.01.2016 14:30;0.0853748;0.055857;0.0408534;0.0818278
06.01.2016 14:45;0.0759341;0.0565508;0.0303782;0.0882312
06.01.2016 15:00;0.0595161;0.054209;0.0680893;0.0868485
06.01.2016 15:15;0.114927;0.0568111;0.159224;0.0822018
06.01.2016 15:30;0.100151;0.0547294;0.206364;0.0784617
06.01.2016 15:45;0.0886584;0.0519539;0.114181;0.0772378
06.01.2016 16:00;0.159257;0.0550764;0.100563;0.0982047
06.01.2016 16:15;0.0763447;0.0590661;0.0659943;0.0952013
06.01.2016 16:30;0.141607;0.0562039;0.0628519;0.0870752
06.01.2016 16:45;0.051307;0.0575917;0.0523767;0.0879479
06.01.2016 17:00;0.05418;0.0611478;0.0722797;0.0995081
06.01.2016 17:15;0.0619789;0.0624488;0.0743746;0.090362
06.01.2016 17:30;0.0562325;0.0619283;0.0733272;0.0801844
06.01.2016 17:45;0.0648519;0.0671324;0.0764696;0.0793344
06.01.2016 18:00;0.0656728;0.0651375;0.0618045;0.0770111
06.01.2016 18:15;0.0775759;0.061061;0.0796125;0.0707549
06.01.2016 18:30;0.0476127;0.0581988;0.0555191;0.0643742
06.01.2016 18:45;0.0472024;0.0546427;0.115229;0.0694517
06.01.2016 19:00;0.0673147;0.0620152;0.139321;0.0672416
06.01.2016 19:15;0.0517173;0.0560305;0.189603;0.0578008
06.01.2016 19:30;0.0779865;0.0564641;0.0659943;0.0552507
06.01.2016 19:45;0.0619789;0.0607141;0.077517;0.0533807
06.01.2016 20:00;0.0948151;0.0616682;0.0754221;0.0529274
06.01.2016 20:15;0.0907106;0.0640968;0.0649469;0.0553641
06.01.2016 20:30;0.0466172;0.0588927;0.107896;0.0544347
06.01.2016 20:45;0;0.0514336;0.0586615;0.0511708
06.01.2016 21:00;0;0.0497856;0.0659943;0.0412539
06.01.2016 21:15;0;0.0503059;0.0691373;0.0376839
06.01.2016 21:30;0;0.0534284;0.0712322;0.0370945
06.01.2016 21:45;0;0.054209;0.0722797;0.0379105
06.01.2016 22:00;0;0.0517805;0.057614;0.0381939
06.01.2016 22:15;0;0.0539488;0.0408534;0.0339778
06.01.2016 22:30;0;0.0456223;0.0900878;0.0371172
06.01.2016 22:45;0;0.049959;0.0492337;0.0321644
06.01.2016 23:00;0;0.0510866;0.0513292;0.0342271
06.01.2016 23:15;0;0.0482244;0.0544716;0.0346011
06.01.2016 23:30;0;0.0451886;0.0310543;0.0351111
06.01.2016 23:45;0;0.0461428;0;0.0348845
07.01.2016 00:00;0;0.0429336;0;0.00676299
07.01.2016 00:15;0;0.0507397;0;0
07.01.2016 00:30;0;0.0476172;0;0
07.01.2016 00:45;0;0.0421529;0;0
07.01.2016 01:00;0;0.0278418;0;0
07.01.2016 01:15;0;0.0254999;0;0
07.01.2016 01:30;0;0.0252397;0;0
07.01.2016 01:45;0;0.0254999;0;0
07.01.2016 02:00;0;0.0103214;0;0
07.01.2016 02:15;0;0.0103214;0;0
07.01.2016 02:30;0;0.0121428;0;0
07.01.2016 02:45;0;0.0119694;0;0
07.01.2016 03:00;0;0.0112755;0;0
07.01.2016 03:15;0;0.0135305;0;0
07.01.2016 03:30;0;0.012403;0;0
07.01.2016 03:45;0;0.0135305;0;0
07.01.2016 04:00;0;0.014051;0;0
07.01.2016 04:15;0;0.0149183;0;0
07.01.2016 04:30;0;0.0156989;0;0
07.01.2016 04:45;0;0.0150918;0;0
07.01.2016 05:00;0;0.0113622;0;0
07.01.2016 05:15;0;0.0102347;0;0
07.01.2016 05:30;0;0.010148;0;0
07.01.2016 05:45;0;0.0098877;0;0
07.01.2016 06:00;0;0.00945408;0;0
07.01.2016 06:15;0;0.010755;0;0
07.01.2016 06:30;0;0.0104949;0;0
07.01.2016 06:45;0;0.00997443;0;0
07.01.2016 07:00;0;0.0183877;0;0
07.01.2016 07:15;0;0.0191683;0;0
