time;PV5
01.01.2016 22:00;0
01.01.2016 22:15;0
01.01.2016 22:30;0
01.01.2016 22:45;0
01.01.2016 23:00;0
01.01.2016 23:15;0
01.01.2016 23:30;0
01.01.2016 23:45;0
02.01.2016 00:00;0
02.01.2016 00:15;0
02.01.2016 00:30;0
02.01.2016 00:45;0
02.01.2016 01:00;0
02.01.2016 01:15;0
02.01.2016 01:30;0
02.01.2016 01:45;0
02.01.2016 02:00;0
02.01.2016 02:15;0
02.01.2016 02:30;0
02.01.2016 02:45;0
02.01.2016 03:00;0
02.01.2016 03:15;0
02.01.2016 03:30;0
02.01.2016 03:45;0
02.01.2016 04:00;0
02.01.2016 04:15;0
02.01.2016 04:30;0
02.01.2016 04:45;0
02.01.2016 05:00;0
02.01.2016 05:15;0
02.01.2016 05:30;0
02.01.2016 05:45;0
02.01.2016 06:00;0
02.01.2016 06:15;0
02.01.2016 06:30;0
02.01.2016 06:45;0
02.01.2016 07:00;0
02.01.2016 07:15;0
02.01.2016 07:30;0
02.01.2016 07:45;0
02.01.2016 08:00;0
02.01.2016 08:15;0.0204335
02.01.2016 08:30;0.0408669
02.01.2016 08:45;0.0613004
02.01.2016 09:00;0.0817338
02.01.2016 09:15;0.0785537
02.01.2016 09:30;0.0753735
02.01.2016 09:45;0.0721934
02.01.2016 10:00;0.0690133
02.01.2016 10:15;0.0679319
02.01.2016 10:30;0.0668504
02.01.2016 10:45;0.065769
02.01.2016 11:00;0.0646876
02.01.2016 11:15;0.0731705
02.01.2016 11:30;0.0816534
02.01.2016 11:45;0.0901362
02.01.2016 12:00;0.0986191
02.01.2016 12:15;0.0965142
02.01.2016 12:30;0.0944093
02.01.2016 12:45;0.0923043
02.01.2016 13:00;0.0901994
02.01.2016 13:15;0.0898243
02.01.2016 13:30;0.0894491
02.01.2016 13:45;0.0890739
02.01.2016 14:00;0.0886988
02.01.2016 14:15;0.0665241
02.01.2016 14:30;0.0443494
02.01.2016 14:45;0.0221747
02.01.2016 15:00;0
02.01.2016 15:15;0
02.01.2016 15:30;0
02.01.2016 15:45;0
02.01.2016 16:00;0
02.01.2016 16:15;0
02.01.2016 16:30;0
02.01.2016 16:45;0
02.01.2016 17:00;0
02.01.2016 17:15;0
02.01.2016 17:30;0
02.01.2016 17:45;0
02.01.2016 18:00;0
02.01.2016 18:15;0
02.01.2016 18:30;0
02.01.2016 18:45;0
02.01.2016 19:00;0
02.01.2016 19:15;0
02.01.2016 19:30;0
02.01.2016 19:45;0
02.01.2016 20:00;0
02.01.2016 20:15;0
02.01.2016 20:30;0
02.01.2016 20:45;0
02.01.2016 21:00;0
02.01.2016 21:15;0
02.01.2016 21:30;0
02.01.2016 21:45;0
02.01.2016 22:00;0
02.01.2016 22:15;0
02.01.2016 22:30;0
02.01.2016 22:45;0
02.01.2016 23:00;0
02.01.2016 23:15;0
02.01.2016 23:30;0
02.01.2016 23:45;0
03.01.2016 00:00;0
03.01.2016 00:15;0
03.01.2016 00:30;0
03.01.2016 00:45;0
03.01.2016 01:00;0
03.01.2016 01:15;0
03.01.2016 01:30;0
03.01.2016 01:45;0
03.01.2016 02:00;0
03.01.2016 02:15;0
03.01.2016 02:30;0
03.01.2016 02:45;0
03.01.2016 03:00;0
03.01.2016 03:15;0
03.01.2016 03:30;0
03.01.2016 03:45;0
03.01.2016 04:00;0
03.01.2016 04:15;0
03.01.2016 04:30;0
03.01.2016 04:45;0
03.01.2016 05:00;0
03.01.2016 05:15;0
03.01.2016 05:30;0
03.01.2016 05:45;0
03.01.2016 06:00;0
03.01.2016 06:15;0
03.01.2016 06:30;0
03.01.2016 06:45;0
03.01.2016 07:00;0
03.01.2016 07:15;0
03.01.2016 07:30;0
03.01.2016 07:45;0
03.01.2016 08:00;0
03.01.2016 08:15;0.0235731
03.01.2016 08:30;0.0471462
03.01.2016 08:45;0.0707193
03.01.2016 09:00;0.0942924
03.01.2016 09:15;0.0877457
03.01.2016 09:30;0.081199
03.01.2016 09:45;0.0746523
03.01.2016 10:00;0.0681057
03.01.2016 10:15;0.0510792
03.01.2016 10:30;0.0340528
03.01.2016 10:45;0.0170264
03.01.2016 11:00;0
03.01.2016 11:15;0
03.01.2016 11:30;0
03.01.2016 11:45;0
03.01.2016 12:00;0
03.01.2016 12:15;0
03.01.2016 12:30;0
03.01.2016 12:45;0
03.01.2016 13:00;0
03.01.2016 13:15;0
03.01.2016 13:30;0
03.01.2016 13:45;0
03.01.2016 14:00;0
03.01.2016 14:15;0
03.01.2016 14:30;0
03.01.2016 14:45;0
03.01.2016 15:00;0
03.01.2016 15:15;0
03.01.2016 15:30;0
03.01.2016 15:45;0
03.01.2016 16:00;0
03.01.2016 16:15;0
03.01.2016 16:30;0
03.01.2016 16:45;0
03.01.2016 17:00;0
03.01.2016 17:15;0
03.01.2016 17:30;0
03.01.2016 17:45;0
03.01.2016 18:00;0
03.01.2016 18:15;0
03.01.2016 18:30;0
03.01.2016 18:45;0
03.01.2016 19:00;0
03.01.2016 19:15;0
03.01.2016 19:30;0
03.01.2016 19:45;0
03.01.2016 20:00;0
03.01.2016 20:15;0
03.01.2016 20:30;0
03.01.2016 20:45;0
03.01.2016 21:00;0
03.01.2016 21:15;0
03.01.2016 21:30;0
03.01.2016 21:45;0
03.01.2016 22:00;0
03.01.2016 22:15;0
03.01.2016 22:30;0
03.01.2016 22:45;0
03.01.2016 23:00;0
03.01.2016 23:15;0
03.01.2016 23:30;0
03.01.2016 23:45;0
04.01.2016 00:00;0
04.01.2016 00:15;0
04.01.2016 00:30;0
04.01.2016 00:45;0
04.01.2016 01:00;0
04.01.2016 01:15;0
04.01.2016 01:30;0
04.01.2016 01:45;0
04.01.2016 02:00;0
04.01.2016 02:15;0
04.01.2016 02:30;0
04.01.2016 02:45;0
04.01.2016 03:00;0
04.01.2016 03:15;0
04.01.2016 03:30;0
04.01.2016 03:45;0
04.01.2016 04:00;0
04.01.2016 04:15;0
04.01.2016 04:30;0
04.01.2016 04:45;0
04.01.2016 05:00;0
04.01.2016 05:15;0
04.01.2016 05:30;0
04.01.2016 05:45;0
04.01.2016 06:00;0
04.01.2016 06:15;0
04.01.2016 06:30;0
04.01.2016 06:45;0
04.01.2016 07:00;0
04.01.2016 07:15;0
04.01.2016 07:30;0
04.01.2016 07:45;0
04.01.2016 08:00;0
04.01.2016 08:15;0.023166
04.01.2016 08:30;0.046332
04.01.2016 08:45;0.069498
04.01.2016 09:00;0.0926639
04.01.2016 09:15;0.0926433
04.01.2016 09:30;0.0926226
04.01.2016 09:45;0.092602
04.01.2016 10:00;0.0925813
04.01.2016 10:15;0.0863117
04.01.2016 10:30;0.0800421
04.01.2016 10:45;0.0737724
04.01.2016 11:00;0.0675028
04.01.2016 11:15;0.0644721
04.01.2016 11:30;0.0614414
04.01.2016 11:45;0.0584107
04.01.2016 12:00;0.05538
04.01.2016 12:15;0.041535
04.01.2016 12:30;0.02769
04.01.2016 12:45;0.013845
04.01.2016 13:00;0
04.01.2016 13:15;0.0137394
04.01.2016 13:30;0.0274788
04.01.2016 13:45;0.0412182
04.01.2016 14:00;0.0549576
04.01.2016 14:15;0.0412182
04.01.2016 14:30;0.0274788
04.01.2016 14:45;0.0137394
04.01.2016 15:00;0
04.01.2016 15:15;0
04.01.2016 15:30;0
04.01.2016 15:45;0
04.01.2016 16:00;0
04.01.2016 16:15;0
04.01.2016 16:30;0
04.01.2016 16:45;0
04.01.2016 17:00;0
04.01.2016 17:15;0
04.01.2016 17:30;0
04.01.2016 17:45;0
04.01.2016 18:00;0
04.01.2016 18:15;0
04.01.2016 18:30;0
04.01.2016 18:45;0
04.01.2016 19:00;0
04.01.2016 19:15;0
04.01.2016 19:30;0
04.01.2016 19:45;0
04.01.2016 20:00;0
04.01.2016 20:15;0
04.01.2016 20:30;0
04.01.2016 20:45;0
04.01.2016 21:00;0
04.01.2016 21:15;0
04.01.2016 21:30;0
04.01.2016 21:45;0
04.01.2016 22:00;0
04.01.2016 22:15;0
04.01.2016 22:30;0
04.01.2016 22:45;0
04.01.2016 23:00;0
04.01.2016 23:15;0
04.01.2016 23:30;0
04.01.2016 23:45;0
05.01.2016 00:00;0
05.01.2016 00:15;0
05.01.2016 00:30;0
05.01.2016 00:45;0
05.01.2016 01:00;0
05.01.2016 01:15;0
05.01.2016 01:30;0
05.01.2016 01:45;0
05.01.2016 02:00;0
05.01.2016 02:15;0
05.01.2016 02:30;0
05.01.2016 02:45;0
05.01.2016 03:00;0
05.01.2016 03:15;0
05.01.2016 03:30;0
05.01.2016 03:45;0
05.01.2016 04:00;0
05.01.2016 04:15;0
05.01.2016 04:30;0
05.01.2016 04:45;0
05.01.2016 05:00;0
05.01.2016 05:15;0
05.01.2016 05:30;0
05.01.2016 05:45;0
05.01.2016 06:00;0
05.01.2016 06:15;0
05.01.2016 06:30;0
05.01.2016 06:45;0
05.01.2016 07:00;0
05.01.2016 07:15;0
05.01.2016 07:30;0
05.01.2016 07:45;0
05.01.2016 08:00;0
05.01.2016 08:15;0.0227233
05.01.2016 08:30;0.0454466
05.01.2016 08:45;0.0681699
05.01.2016 09:00;0.0908932
05.01.2016 09:15;0.0681699
05.01.2016 09:30;0.0454466
05.01.2016 09:45;0.0227233
05.01.2016 10:00;0
05.01.2016 10:15;0
05.01.2016 10:30;0
05.01.2016 10:45;0
05.01.2016 11:00;0
05.01.2016 11:15;0.0131867
05.01.2016 11:30;0.0263734
05.01.2016 11:45;0.0395601
05.01.2016 12:00;0.0527468
05.01.2016 12:15;0.0395601
05.01.2016 12:30;0.0263734
05.01.2016 12:45;0.0131867
05.01.2016 13:00;0
05.01.2016 13:15;0
05.01.2016 13:30;0
05.01.2016 13:45;0
05.01.2016 14:00;0
05.01.2016 14:15;0
05.01.2016 14:30;0
05.01.2016 14:45;0
05.01.2016 15:00;0
05.01.2016 15:15;0
05.01.2016 15:30;0
05.01.2016 15:45;0
05.01.2016 16:00;0
05.01.2016 16:15;0
05.01.2016 16:30;0
05.01.2016 16:45;0
05.01.2016 17:00;0
05.01.2016 17:15;0
05.01.2016 17:30;0
05.01.2016 17:45;0
05.01.2016 18:00;0
05.01.2016 18:15;0
05.01.2016 18:30;0
05.01.2016 18:45;0
05.01.2016 19:00;0
05.01.2016 19:15;0
05.01.2016 19:30;0
05.01.2016 19:45;0
05.01.2016 20:00;0
05.01.2016 20:15;0
05.01.2016 20:30;0
05.01.2016 20:45;0
05.01.2016 21:00;0
05.01.2016 21:15;0
05.01.2016 21:30;0
05.01.2016 21:45;0
05.01.2016 22:00;0
05.01.2016 22:15;0
05.01.2016 22:30;0
05.01.2016 22:45;0
05.01.2016 23:00;0
05.01.2016 23:15;0
05.01.2016 23:30;0
05.01.2016 23:45;0
06.01.2016 00:00;0
06.01.2016 00:15;0
06.01.2016 00:30;0
06.01.2016 00:45;0
06.01.2016 01:00;0
06.01.2016 01:15;0
06.01.2016 01:30;0
06.01.2016 01:45;0
06.01.2016 02:00;0
06.01.2016 02:15;0
06.01.2016 02:30;0
06.01.2016 02:45;0
06.01.2016 03:00;0
06.01.2016 03:15;0
06.01.2016 03:30;0
06.01.2016 03:45;0
06.01.2016 04:00;0
06.01.2016 04:15;0
06.01.2016 04:30;0
06.01.2016 04:45;0
06.01.2016 05:00;0
06.01.2016 05:15;0
06.01.2016 05:30;0
06.01.2016 05:45;0
06.01.2016 06:00;0
06.01.2016 06:15;0
06.01.2016 06:30;0
06.01.2016 06:45;0
06.01.2016 07:00;0
06.01.2016 07:15;0
06.01.2016 07:30;0
06.01.2016 07:45;0
06.01.2016 08:00;0
06.01.2016 08:15;0.0473137
06.01.2016 08:30;0.0946274
06.01.2016 08:45;0.141941
06.01.2016 09:00;0.189255
06.01.2016 09:15;0.201652
06.01.2016 09:30;0.21405
06.01.2016 09:45;0.226448
06.01.2016 10:00;0.238845
06.01.2016 10:15;0.240732
06.01.2016 10:30;0.242619
06.01.2016 10:45;0.244505
06.01.2016 11:00;0.246392
06.01.2016 11:15;0.233729
06.01.2016 11:30;0.221066
06.01.2016 11:45;0.208403
06.01.2016 12:00;0.195739
06.01.2016 12:15;0.189997
06.01.2016 12:30;0.184255
06.01.2016 12:45;0.178513
06.01.2016 13:00;0.172771
06.01.2016 13:15;0.168944
06.01.2016 13:30;0.165118
06.01.2016 13:45;0.161291
06.01.2016 14:00;0.157465
06.01.2016 14:15;0.118098
06.01.2016 14:30;0.0787323
06.01.2016 14:45;0.0393662
06.01.2016 15:00;0
06.01.2016 15:15;0
06.01.2016 15:30;0
06.01.2016 15:45;0
06.01.2016 16:00;0
06.01.2016 16:15;0
06.01.2016 16:30;0
06.01.2016 16:45;0
06.01.2016 17:00;0
06.01.2016 17:15;0
06.01.2016 17:30;0
06.01.2016 17:45;0
06.01.2016 18:00;0
06.01.2016 18:15;0
06.01.2016 18:30;0
06.01.2016 18:45;0
06.01.2016 19:00;0
06.01.2016 19:15;0
06.01.2016 19:30;0
06.01.2016 19:45;0
06.01.2016 20:00;0
06.01.2016 20:15;0
06.01.2016 20:30;0
06.01.2016 20:45;0
06.01.2016 21:00;0
06.01.2016 21:15;0
06.01.2016 21:30;0
06.01.2016 21:45;0
06.01.2016 22:00;0
06.01.2016 22:15;0
06.01.2016 22:30;0
06.01.2016 22:45;0
06.01.2016 23:00;0
06.01.2016 23:15;0
06.01.2016 23:30;0
06.01.2016 23:45;0
07.01.2016 00:00;0
07.01.2016 00:15;0
07.01.2016 00:30;0
07.01.2016 00:45;0
07.01.2016 01:00;0
07.01.2016 01:15;0
07.01.2016 01:30;0
07.01.2016 01:45;0
07.01.2016 02:00;0
07.01.2016 02:15;0
07.01.2016 02:30;0
07.01.2016 02:45;0
07.01.2016 03:00;0
07.01.2016 03:15;0
07.01.2016 03:30;0
07.01.2016 03:45;0
07.01.2016 04:00;0
07.01.2016 04:15;0
07.01.2016 04:30;0
07.01.2016 04:45;0
07.01.2016 05:00;0
07.01.2016 05:15;0
07.01.2016 05:30;0
07.01.2016 05:45;0
07.01.2016 06:00;0
07.01.2016 06:15;0
07.01.2016 06:30;0
07.01.2016 06:45;0
07.01.2016 07:00;0
07.01.2016 07:15;0
07.01.2016 07:30;0
07.01.2016 07:45;0
07.01.2016 08:00;0
07.01.2016 08:15;0
07.01.2016 08:30;0
07.01.2016 08:45;0
07.01.2016 09:00;0
07.01.2016 09:15;0
07.01.2016 09:30;0
07.01.2016 09:45;0
07.01.2016 10:00;0
07.01.2016 10:15;0
07.01.2016 10:30;0
07.01.2016 10:45;0
07.01.2016 11:00;0
07.01.2016 11:15;0.0269842
07.01.2016 11:30;0.0539683
07.01.2016 11:45;0.0809525
07.01.2016 12:00;0.107937
07.01.2016 12:15;0.0962363
07.01.2016 12:30;0.084536
07.01.2016 12:45;0.0728357
07.01.2016 13:00;0.0611353
07.01.2016 13:15;0.0622427
07.01.2016 13:30;0.0633501
07.01.2016 13:45;0.0644575
07.01.2016 14:00;0.0655649
07.01.2016 14:15;0.0491736
07.01.2016 14:30;0.0327824
07.01.2016 14:45;0.0163912
07.01.2016 15:00;0
07.01.2016 15:15;0
07.01.2016 15:30;0
07.01.2016 15:45;0
07.01.2016 16:00;0
07.01.2016 16:15;0
07.01.2016 16:30;0
07.01.2016 16:45;0
07.01.2016 17:00;0
07.01.2016 17:15;0
07.01.2016 17:30;0
07.01.2016 17:45;0
07.01.2016 18:00;0
07.01.2016 18:15;0
07.01.2016 18:30;0
07.01.2016 18:45;0
07.01.2016 19:00;0
07.01.2016 19:15;0
07.01.2016 19:30;0
07.01.2016 19:45;0
07.01.2016 20:00;0
07.01.2016 20:15;0
07.01.2016 20:30;0
07.01.2016 20:45;0
07.01.2016 21:00;0
07.01.2016 21:15;0
07.01.2016 21:30;0
07.01.2016 21:45;0
07.01.2016 22:00;0
07.01.2016 22:15;0
07.01.2016 22:30;0
07.01.2016 22:45;0
07.01.2016 23:00;0
07.01.2016 23:15;0
07.01.2016 23:30;0
07.01.2016 23:45;0
08.01.2016 00:00;0
08.01.2016 00:15;0
08.01.2016 00:30;0
08.01.2016 00:45;0
08.01.2016 01:00;0
08.01.2016 01:15;0
08.01.2016 01:30;0
08.01.2016 01:45;0
08.01.2016 02:00;0
08.01.2016 02:15;0
08.01.2016 02:30;0
08.01.2016 02:45;0
08.01.2016 03:00;0
08.01.2016 03:15;0
08.01.2016 03:30;0
08.01.2016 03:45;0
08.01.2016 04:00;0
08.01.2016 04:15;0
08.01.2016 04:30;0
08.01.2016 04:45;0
08.01.2016 05:00;0
08.01.2016 05:15;0
08.01.2016 05:30;0
08.01.2016 05:45;0
08.01.2016 06:00;0
08.01.2016 06:15;0
08.01.2016 06:30;0
08.01.2016 06:45;0
08.01.2016 07:00;0
08.01.2016 07:15;0
08.01.2016 07:30;0
08.01.2016 07:45;0
08.01.2016 08:00;0
08.01.2016 08:15;0.0272791
08.01.2016 08:30;0.0545581
08.01.2016 08:45;0.0818372
08.01.2016 09:00;0.109116
08.01.2016 09:15;0.09898
08.01.2016 09:30;0.0888437
08.01.2016 09:45;0.0787075
08.01.2016 10:00;0.0685713
08.01.2016 10:15;0.0672115
08.01.2016 10:30;0.0658518
08.01.2016 10:45;0.064492
08.01.2016 11:00;0.0631323
08.01.2016 11:15;0.0639871
08.01.2016 11:30;0.0648419
08.01.2016 11:45;0.0656966
08.01.2016 12:00;0.0665514
08.01.2016 12:15;0.0499136
08.01.2016 12:30;0.0332757
08.01.2016 12:45;0.0166378
08.01.2016 13:00;0
08.01.2016 13:15;0
08.01.2016 13:30;0
08.01.2016 13:45;0
08.01.2016 14:00;0
08.01.2016 14:15;0
08.01.2016 14:30;0
08.01.2016 14:45;0
08.01.2016 15:00;0
08.01.2016 15:15;0
08.01.2016 15:30;0
08.01.2016 15:45;0
08.01.2016 16:00;0
08.01.2016 16:15;0
08.01.2016 16:30;0
08.01.2016 16:45;0
08.01.2016 17:00;0
08.01.2016 17:15;0
08.01.2016 17:30;0
08.01.2016 17:45;0
08.01.2016 18:00;0
08.01.2016 18:15;0
08.01.2016 18:30;0
08.01.2016 18:45;0
08.01.2016 19:00;0
08.01.2016 19:15;0
08.01.2016 19:30;0
08.01.2016 19:45;0
08.01.2016 20:00;0
08.01.2016 20:15;0
08.01.2016 20:30;0
08.01.2016 20:45;0
08.01.2016 21:00;0
08.01.2016 21:15;0
08.01.2016 21:30;0
08.01.2016 21:45;0
08.01.2016 22:00;0
08.01.2016 22:15;0
08.01.2016 22:30;0
08.01.2016 22:45;0
08.01.2016 23:00;0
08.01.2016 23:15;0
08.01.2016 23:30;0
08.01.2016 23:45;0
09.01.2016 00:00;0
09.01.2016 00:15;0
09.01.2016 00:30;0
09.01.2016 00:45;0
09.01.2016 01:00;0
09.01.2016 01:15;0
09.01.2016 01:30;0
09.01.2016 01:45;0
09.01.2016 02:00;0
09.01.2016 02:15;0
09.01.2016 02:30;0
09.01.2016 02:45;0
09.01.2016 03:00;0
09.01.2016 03:15;0
09.01.2016 03:30;0
09.01.2016 03:45;0
09.01.2016 04:00;0
09.01.2016 04:15;0
09.01.2016 04:30;0
09.01.2016 04:45;0
09.01.2016 05:00;0
09.01.2016 05:15;0
09.01.2016 05:30;0
09.01.2016 05:45;0
09.01.2016 06:00;0
09.01.2016 06:15;0
09.01.2016 06:30;0
09.01.2016 06:45;0
09.01.2016 07:00;0
09.01.2016 07:15;0
09.01.2016 07:30;0
09.01.2016 07:45;0
09.01.2016 08:00;0
09.01.2016 08:15;0
09.01.2016 08:30;0
09.01.2016 08:45;0
09.01.2016 09:00;0
09.01.2016 09:15;0
09.01.2016 09:30;0
09.01.2016 09:45;0
09.01.2016 10:00;0
09.01.2016 10:15;0
09.01.2016 10:30;0
09.01.2016 10:45;0
09.01.2016 11:00;0
09.01.2016 11:15;0
09.01.2016 11:30;0
09.01.2016 11:45;0
09.01.2016 12:00;0
09.01.2016 12:15;0
09.01.2016 12:30;0
09.01.2016 12:45;0
09.01.2016 13:00;0
09.01.2016 13:15;0
09.01.2016 13:30;0
09.01.2016 13:45;0
09.01.2016 14:00;0
09.01.2016 14:15;0
09.01.2016 14:30;0
09.01.2016 14:45;0
09.01.2016 15:00;0
09.01.2016 15:15;0
09.01.2016 15:30;0
09.01.2016 15:45;0
09.01.2016 16:00;0
09.01.2016 16:15;0
09.01.2016 16:30;0
09.01.2016 16:45;0
09.01.2016 17:00;0
09.01.2016 17:15;0
09.01.2016 17:30;0
09.01.2016 17:45;0
09.01.2016 18:00;0
09.01.2016 18:15;0
09.01.2016 18:30;0
09.01.2016 18:45;0
09.01.2016 19:00;0
09.01.2016 19:15;0
09.01.2016 19:30;0
09.01.2016 19:45;0
09.01.2016 20:00;0
09.01.2016 20:15;0
09.01.2016 20:30;0
09.01.2016 20:45;0
09.01.2016 21:00;0
09.01.2016 21:15;0
09.01.2016 21:30;0
09.01.2016 21:45;0
09.01.2016 22:00;0
09.01.2016 22:15;0
09.01.2016 22:30;0
09.01.2016 22:45;0
09.01.2016 23:00;0
09.01.2016 23:15;0
09.01.2016 23:30;0
09.01.2016 23:45;0
10.01.2016 00:00;0
10.01.2016 00:15;0
10.01.2016 00:30;0
10.01.2016 00:45;0
10.01.2016 01:00;0
10.01.2016 01:15;0
10.01.2016 01:30;0
10.01.2016 01:45;0
10.01.2016 02:00;0
10.01.2016 02:15;0
10.01.2016 02:30;0
10.01.2016 02:45;0
10.01.2016 03:00;0
10.01.2016 03:15;0
10.01.2016 03:30;0
10.01.2016 03:45;0
10.01.2016 04:00;0
10.01.2016 04:15;0
10.01.2016 04:30;0
10.01.2016 04:45;0
10.01.2016 05:00;0
10.01.2016 05:15;0
10.01.2016 05:30;0
10.01.2016 05:45;0
10.01.2016 06:00;0
10.01.2016 06:15;0
10.01.2016 06:30;0
10.01.2016 06:45;0
10.01.2016 07:00;0
10.01.2016 07:15;0
10.01.2016 07:30;0
10.01.2016 07:45;0
10.01.2016 08:00;0
10.01.2016 08:15;0.0464928
10.01.2016 08:30;0.0929857
10.01.2016 08:45;0.139479
10.01.2016 09:00;0.185971
10.01.2016 09:15;0.187401
10.01.2016 09:30;0.188831
10.01.2016 09:45;0.190262
10.01.2016 10:00;0.191692
10.01.2016 10:15;0.188211
10.01.2016 10:30;0.184731
10.01.2016 10:45;0.18125
10.01.2016 11:00;0.17777
10.01.2016 11:15;0.133328
10.01.2016 11:30;0.088885
10.01.2016 11:45;0.0444425
10.01.2016 12:00;0
10.01.2016 12:15;0
10.01.2016 12:30;0
10.01.2016 12:45;0
10.01.2016 13:00;0
10.01.2016 13:15;0
10.01.2016 13:30;0
10.01.2016 13:45;0
10.01.2016 14:00;0
10.01.2016 14:15;0
10.01.2016 14:30;0
10.01.2016 14:45;0
10.01.2016 15:00;0
10.01.2016 15:15;0
10.01.2016 15:30;0
10.01.2016 15:45;0
10.01.2016 16:00;0
10.01.2016 16:15;0
10.01.2016 16:30;0
10.01.2016 16:45;0
10.01.2016 17:00;0
10.01.2016 17:15;0
10.01.2016 17:30;0
10.01.2016 17:45;0
10.01.2016 18:00;0
10.01.2016 18:15;0
10.01.2016 18:30;0
10.01.2016 18:45;0
10.01.2016 19:00;0
10.01.2016 19:15;0
10.01.2016 19:30;0
10.01.2016 19:45;0
10.01.2016 20:00;0
10.01.2016 20:15;0
10.01.2016 20:30;0
10.01.2016 20:45;0
10.01.2016 21:00;0
10.01.2016 21:15;0
10.01.2016 21:30;0
10.01.2016 21:45;0
10.01.2016 22:00;0
10.01.2016 22:15;0
10.01.2016 22:30;0
10.01.2016 22:45;0
10.01.2016 23:00;0
10.01.2016 23:15;0
10.01.2016 23:30;0
10.01.2016 23:45;0
11.01.2016 00:00;0
11.01.2016 00:15;0
11.01.2016 00:30;0
11.01.2016 00:45;0
11.01.2016 01:00;0
11.01.2016 01:15;0
11.01.2016 01:30;0
11.01.2016 01:45;0
11.01.2016 02:00;0
11.01.2016 02:15;0
11.01.2016 02:30;0
11.01.2016 02:45;0
11.01.2016 03:00;0
11.01.2016 03:15;0
11.01.2016 03:30;0
11.01.2016 03:45;0
11.01.2016 04:00;0
11.01.2016 04:15;0
11.01.2016 04:30;0
11.01.2016 04:45;0
11.01.2016 05:00;0
11.01.2016 05:15;0
11.01.2016 05:30;0
11.01.2016 05:45;0
11.01.2016 06:00;0
11.01.2016 06:15;0
11.01.2016 06:30;0
11.01.2016 06:45;0
11.01.2016 07:00;0
11.01.2016 07:15;0
11.01.2016 07:30;0
11.01.2016 07:45;0
11.01.2016 08:00;0
11.01.2016 08:15;0
11.01.2016 08:30;0
11.01.2016 08:45;0
11.01.2016 09:00;0
11.01.2016 09:15;0
11.01.2016 09:30;0
11.01.2016 09:45;0
11.01.2016 10:00;0
11.01.2016 10:15;0
11.01.2016 10:30;0
11.01.2016 10:45;0
11.01.2016 11:00;0
11.01.2016 11:15;0
11.01.2016 11:30;0
11.01.2016 11:45;0
11.01.2016 12:00;0
11.01.2016 12:15;0
11.01.2016 12:30;0
11.01.2016 12:45;0
11.01.2016 13:00;0
11.01.2016 13:15;0
11.01.2016 13:30;0
11.01.2016 13:45;0
11.01.2016 14:00;0
11.01.2016 14:15;0
11.01.2016 14:30;0
11.01.2016 14:45;0
11.01.2016 15:00;0
11.01.2016 15:15;0
11.01.2016 15:30;0
11.01.2016 15:45;0
11.01.2016 16:00;0
11.01.2016 16:15;0
11.01.2016 16:30;0
11.01.2016 16:45;0
11.01.2016 17:00;0
11.01.2016 17:15;0
11.01.2016 17:30;0
11.01.2016 17:45;0
